Standardised_Quarter,Overall unemployment rate,"Agriculture, forestry, fishing, mining, energy & water (A, B, D, E)",Manufacturing (C),Construction (F),"Wholesale, retail & repair of motor vehicles (G)",Transport & storage (H),Accommodation & food services (I),Information & communication (J),"Financial,  insurance & real estate activities (K, L)","Professional, scientific & technical activities (M)",Administrative & support services (N),Public admin & defence; social security (O),Education (P),Human health & social work activities (Q),"Other services (R, S, T)"
2019_Q4,3.79448041380087,2.538746265612185,2.9653235552487605,1.9611979102793653,3.429825257337519,2.9301130635562442,4.890671229070065,2.205196023288462,1.9008330547599401,1.911992183990293,3.581493009576374,1.3311607826497758,1.904992380895792,2.2584659749967777,2.5450077363173182
2019_Q1,3.869273314432023,2.0840923375198406,3.216101309783459,1.73424574504491,3.7360407518663097,3.288466134795223,5.2378377258637965,1.8345766255081175,2.16266333793385,1.9146034602532374,3.9484289921919005,1.3808262572375574,1.9521885654143467,2.4909816045894417,2.5346353950007403
2019_Q1,3.807238772090797,2.04239604234415,3.212920075917819,1.5933071203117655,3.919614658436849,3.3593999510667265,5.113929822131056,1.9515656418864813,2.5190304223927313,1.8706885362155046,3.5932287757981176,1.201466244014934,1.7940222278171418,2.3620309691731003,2.6535364214750548
2019_Q1,3.709119901995586,1.6625909399924268,3.1165953166932403,1.6733826083536123,3.938561162553887,3.023968241796782,5.349535380861562,2.06651456324429,2.4838827379126345,1.7750229310977275,3.3417674513657105,1.1372891105386356,1.7727432290119625,2.260388761703574,2.6589615160815545
2019_Q2,3.6113374799665774,1.367513855855163,3.057505529377825,1.8749253153238534,3.7312262624560577,3.079303733260769,4.841214474696276,2.273208420099125,2.2977683423991766,1.5575288753052516,3.8115243514739037,1.142216854117668,1.6427364828225846,1.8030269944147157,2.591781904508549
2019_Q2,3.8062127025818384,1.3763779113580203,3.057389668286465,1.9532849285513194,3.787828678917392,2.8540043767946934,5.713463723900571,2.1337656730438233,2.1836959582869313,1.710791946957652,3.929776260598223,1.0427793382653532,1.7831753877088143,1.9788461234096721,2.731251701105674
2019_Q2,3.868180231441528,1.3861323584837837,2.754252586624854,1.7961571479433118,3.9590830566261523,2.758162544684577,5.680452402637504,1.9501627486437614,2.178505243663056,1.6455231835651274,4.528296487620014,0.8937746355385131,1.5238051254371139,2.0073231171328887,2.5359380225803836
2019_Q3,4.029009073873489,1.7016873181577175,2.4841431298124057,1.914481459242584,4.160894601078523,2.5617220315658615,5.494545163472449,2.165089774342855,2.525197154568378,1.8841314631511057,3.977523454737513,1.1929456256189857,1.950685583140396,1.9871781787235647,3.00163321266386
2019_Q3,4.019415652506309,0.9512783659543864,2.5018676600634273,2.1742754957024704,4.211232987861404,2.7241460727700675,5.447105874459187,2.406925207756233,2.382679391486819,1.68822855330384,4.2527515482491065,1.1124199257082044,1.9548284279392751,2.1097842419135713,2.5734616003812616
2019_Q3,3.9615366762873165,1.7140381320419877,2.5065451768465086,2.291955458485577,3.938065168833088,3.021172693404942,5.929544543068698,2.3340985496429916,2.0314731680003626,1.6882915489993193,4.253034511911592,1.2854640620233952,1.8800181830291147,2.107896612542018,2.194279569002957
2019_Q4,3.8776350144645146,1.9735287548674658,2.5696830004280953,2.1279819989438153,4.0623349118481205,2.90432682144707,6.281468119518877,2.0633236414079477,1.8180674901066145,1.851530544149859,4.185073921703053,1.1509722651360577,1.872433673900964,2.240021415603778,1.3968417103052253
2019_Q4,3.7012186615843214,2.22389189368367,2.409930238776221,2.282336485016495,3.800187015919877,3.767287649491053,5.314309806604877,1.986878008922012,1.8701831232040451,1.751986374943574,4.0105399879436465,1.248019044979209,1.670045102549347,2.073960926335809,1.680257504075184
2020_Q4,3.8040838597198534,2.398941909891963,2.584792087024039,2.2767533778821374,3.997547375106282,4.059698188392429,5.349851700889468,2.3583630513829994,2.373719886775346,1.6942708729757734,4.49784079667775,1.615452850971645,1.7538678843171573,1.9422900003247,1.9693075294829152
2020_Q1,3.925171352436579,2.506349484921836,2.800322635226707,2.2361893268972914,4.21345185687302,4.246705773062944,5.297434203047594,2.5470041527102607,2.417225590718079,1.6141749686326794,4.475010153197377,1.6923935194150137,1.7837870608306934,2.04779273388443,2.604155004787988
2020_Q1,3.961482111128476,2.9980160023008082,2.5942395414194874,2.5248630926143054,4.206616866432695,3.5931527851900755,5.571605404879905,2.8798059084136693,2.532165474864221,1.7113599542372848,4.358072691718727,1.7156186430345306,1.8621463711053818,2.154903929537065,2.6044131153040526
2020_Q1,3.862688928567268,2.6846644761784404,2.5483987514350135,2.5045860771908184,4.116926467820313,3.3176232039259226,5.106561257490777,3.2312454339216368,2.6796835150235463,1.8559233691054504,4.554897207167572,1.5054614124758356,2.024234930413108,2.0273474652456582,2.6725291813216363
2020_Q2,3.862099898976444,2.872418199981025,2.7100715919385787,2.198675823013086,4.129851848693242,2.933714512406686,4.787400563069869,3.5074199157468,3.014518608114332,2.416580488246349,4.2746176978693455,1.2443926682955981,1.7927668734250213,2.157944872857658,2.849632934865305
2020_Q2,3.9606394413552093,3.312771484469485,3.0110319757801673,2.108168173030643,3.9024154563306617,3.2020064792559304,5.464611299651417,3.0979368081618093,2.9959630273837434,2.5649968450995213,4.619695475536237,1.318720068408769,1.9988174036844188,1.9036237568147023,2.4856349176148256
2020_Q2,4.318266682854589,3.543568835086218,3.243016081638803,2.7388812416156583,4.285513885872884,3.1586601743356564,6.601352493660186,3.1504863964171044,2.844990924054979,2.8356584725254037,4.552719580547436,1.199605407221915,2.186635036969757,2.226862395318667,3.0056958829476224
2020_Q3,4.712386981572743,3.4035482471036644,3.394282680250296,3.112684940575447,4.518804559632831,3.7539702109063917,8.772495473610467,3.24494825902863,2.6686064984364286,2.6872581570282756,5.401518368091531,1.5637985507744083,2.5336393895867593,2.145666472371131,3.324939469920792
2020_Q3,5.0666597998790905,2.528138686465086,3.8353609645933173,3.4984387919404676,4.633648928423962,3.968279416044086,9.463920285679283,3.3478933010763754,2.895497435685818,3.1643788636903243,5.829426254688966,1.4677204326967441,2.8321980508773326,2.488580411060003,3.8397530300456304
2020_Q3,5.287008173830307,2.7234639878402174,4.742264410122748,3.5119912857898457,5.239325824198705,4.178234877193875,9.94883755252089,3.64773093258721,2.8058112208026342,3.094431635973776,6.312657230970431,1.6989536265738232,2.5962189825066746,2.346693202971297,4.437713892566108
2020_Q4,5.256856385825878,2.4123309222095703,4.821637194177324,3.4117730092109255,5.0789353638937635,4.1170939321937015,10.335775256719803,3.8192483824755388,2.366726191205316,3.335165092751767,7.410966852832377,1.4282079608706497,2.701852547617504,2.2822259648167016,4.1577100211233455
2020_Q4,5.236843664174083,2.786867199944744,4.937316117044928,3.3600152291098864,5.198160440519542,4.08558149585297,11.082542878550669,3.9271217598361567,2.1296054486602567,3.4608903366994093,7.371482908789728,1.477022635690419,2.630064001986658,2.258120159422835,4.336879929579006
2021_Q4,5.114604780700557,2.0474020742568872,4.828902581317558,3.1464839517330097,4.8383962691884195,4.6036720847025725,11.200737608081912,3.346045877968249,2.295209366851172,3.5061471920686724,7.515694830443021,1.439699569579445,2.613070548499711,2.272440323317107,4.280762478360142
2021_Q1,5.061757378703484,2.622908413399088,4.540387884070603,3.3035947556088714,4.52939995275816,5.195154845499669,9.959116755012845,3.4707287000764753,2.923211351474368,3.0132825093559745,6.788498809585955,1.6071061248197023,2.567920143834183,2.4021928698472412,4.734786628447072
2021_Q1,4.897568595407185,2.5916683971690118,4.190183231353013,2.8766509910006057,4.689186991787806,5.09632674353989,9.644632314274242,2.9249092560395855,2.7437276078581836,3.043956236838042,6.470063151163101,1.5709715794208272,2.365102695024679,2.499660040122905,4.737718540619765
2021_Q1,4.684874145092552,2.8775079790399998,3.678756149336208,2.7063321114956915,4.3146999516437345,5.1091877009884445,9.052178226835844,2.7002303646231334,2.730549462467067,2.9568252390918017,6.922686584813582,1.2173502100539995,2.2025527672604186,2.4907235801987184,4.065802665536957
2021_Q2,4.593100362860638,2.439021753115813,3.774253902626655,2.5697516677466425,4.454240517232643,5.242665764417107,8.509199560651211,2.33386019533786,2.674610596567478,2.824609969384201,6.111616932924933,1.2558382768571186,2.2114041373388917,2.2681550081748223,4.258255663884966
2021_Q2,4.5563221772205305,2.1568569055489926,3.339587201782353,2.3509353146247305,4.858732229929263,4.895817701325425,7.115381455645478,2.739152080676579,2.4326139955992385,2.631997173337118,6.375939790151435,1.464574449340682,2.1616929507808624,2.1420186836124606,3.816782770644904
2021_Q2,4.553194556265434,1.9094437601354046,2.9972846798438924,2.4659099929997765,4.681201825201122,4.987794598625551,6.766465134833635,2.621961651293557,2.4159480938223767,2.607143630032751,5.115100028313341,1.447914370067319,2.1812625506400156,2.1173426961101356,4.089775379646805
2021_Q3,4.603321902035196,1.8553387871282228,2.975456193923706,2.81040805061964,4.525074998359877,5.1723379724786955,6.836882303076153,2.806436384492736,2.3092243609951737,2.439073633637514,4.816617177868074,1.5352797038262387,2.157285560776521,2.1591112587559596,4.071908235239802
2021_Q3,4.454526057397888,1.9141561569167476,2.836679170102705,2.7088961226219324,4.327733529036528,4.989452530732818,5.803335101814697,2.792945008994992,2.177570216404657,2.2529997867892884,4.417319838472467,1.2163682114755663,2.2693596767002884,2.241617876812173,4.251692088052139
2021_Q3,4.423475111017179,1.9304646188258032,2.7593702447866986,2.6453673597190965,4.507367136847003,5.203610485801694,5.535932801850493,2.6890434909302834,1.866269248175081,2.1206386568208226,4.178610611484505,1.6145633549393825,2.174829619467746,2.541663296197939,3.79216403158862
2021_Q4,4.215502106096735,1.8506007274037541,2.2587261610069658,2.544628591430181,4.311756904416633,4.344960634286636,5.4206736277614604,2.1739765316887913,2.091950584589193,2.0044380831189668,3.8569621529166542,1.4882737071376768,2.0700881983411645,2.637379624028432,2.940401905711257
2021_Q4,4.0647994443001645,1.7064902157961173,2.1353865656106428,2.6285564373555856,4.167100481660998,4.025167260484825,5.820638893699045,1.9055867295017463,1.8857367462286379,1.881031000253889,4.307355212444291,1.4983616979166874,1.6586577520688717,2.6678376387094196,2.6162665237526297
2022_Q4,3.9593428867923484,1.560943601599911,2.037565072473621,2.6293891234998568,4.265680393105669,2.8686030817852757,5.902613743200198,1.7467644629440158,2.053886053044484,1.7026064389386857,4.087963951868014,1.259857309022783,1.7354829372905545,2.423393342340695,2.727406082982981
2022_Q1,3.833694277704605,2.130613004277898,2.075111714514345,2.4240360843897633,4.354149031958907,2.54228013754082,6.329105111864643,2.2439021440750726,1.6535034188580198,1.8066838582735851,4.182523344926762,1.2628188254035337,1.551212445043714,2.2022982548640035,1.9209682374824195
2022_Q1,3.6613940314139497,1.862544797673902,2.2430196921451473,2.316642905423692,4.288760950724447,2.9503964821487947,5.638282423575848,2.0945642955323107,1.4866372817050717,1.7555997859694368,3.520183661756265,1.408482223136896,1.305388380507731,2.15650008582631,2.145791679657116
2022_Q1,3.611042971476798,1.7591323097922138,2.225275422653196,2.0397568942803552,4.07447669419957,2.9390654675681276,5.404561220032422,2.4897957961375257,1.5044255011169188,1.7523293223704655,3.6092098786480515,1.3663324389210565,1.3063501337250036,2.3334404441122154,1.7417253237916777
2022_Q2,3.484412178503673,1.8703416730933347,2.5758297827107564,2.173877854226375,3.7769594135953994,2.633694372353083,4.763446102444913,2.148046702177972,1.4008662072496854,1.6902916190762145,3.815204744430261,1.2184659517599146,1.2334916534326676,2.243183081739601,2.4246796177278904
2022_Q2,3.630701295676151,2.046279502819824,2.5457408783664226,2.257851996875638,3.9439088755793485,2.665735778723331,5.09562132055269,2.117001417025142,1.7653230036718717,1.7371572639728903,3.0255071015940582,1.1904278435205626,1.6369115254864373,2.16215107802105,2.1605206833503807
2022_Q2,3.555164269804128,1.945962902080557,2.31486473266788,2.1052730387020873,3.873797295852196,2.824991404597224,5.5304497886527155,1.6242054982098222,1.4888617560460666,1.7491772304682054,2.7337286312729527,1.1241702229465105,1.6318195970985618,2.0987481957522856,2.122250741260653
2022_Q3,3.641296289820148,2.03541626746373,2.310920872546515,1.6464283072963812,3.994693004277669,3.433555400777618,5.409245604242099,1.2419783280721073,1.4415459337427379,1.5137139899948249,2.8059620779396357,1.1939389670439897,1.6900519098052398,2.2530298235062234,2.323034999015037
2022_Q3,3.776074726577186,2.067009727528353,2.3043264328719064,1.395317145178926,4.396535174026677,3.4504648303786203,5.571602370393626,1.5326728184549159,1.524170895837462,1.5018276923313958,3.0110556338165138,1.232998398910621,1.9752149039099387,2.425767359186601,2.403235105458943
2022_Q3,3.9180640600091237,1.9552813923504566,2.3856547306056832,1.7533847868219272,4.380990151364928,3.168042617379724,5.644801341767193,1.9077185516201467,1.9609576802864928,1.987718996908279,3.1595795713707617,1.3439042885724526,1.9684891676102947,2.2241453115157155,2.26156364568129
2022_Q4,3.819885500442687,0.9505944794073131,1.9899695828505215,2.1222476814763973,4.250262186852979,3.221409544851179,6.182945568529856,2.0637862234055016,1.7106843860285998,1.8023308114632348,3.5026005834113048,1.3803670006037458,1.8710431053153027,1.8946037179127029,1.8673029240373147
2022_Q4,3.7876234173178784,0.6135100685680315,2.177607588245673,2.1889515130432273,3.8576129790604377,3.36828824480306,6.5657611224927495,2.501342844000395,1.6364348942496114,1.774480592645355,4.10637849417323,1.2620255660139723,1.9301032092699832,1.9487829321601984,1.8032942041800861
2022_Q4,3.679648192198611,0.8756997202410629,2.3665935506184526,2.2407453228467276,3.9335264760704076,3.3443988967968545,6.494303792675578,2.1095768155338215,1.4274653628933567,1.369373266670616,4.054777455065986,1.2709424375375482,1.9051715989673428,2.036962309897104,1.9475849902669633
2022_Q1,3.788203194518078,1.3015009594835152,2.6206048450555763,2.3014875713283196,4.215082696535398,3.503997669623077,6.402844700572248,2.22921659123358,1.541615254912178,1.639226270805218,4.020402457622964,0.9769552973883686,1.9350118065877335,2.132435136475262,2.022863972540051
2023_Q1,3.819961576419156,1.269924768503953,2.7110405611565613,2.615618308596109,3.996310789886425,3.5445059143706277,6.983933544326525,2.5900872954253513,1.6954790914636106,1.513720191907276,3.7762892542997464,1.0970976015839446,1.5097692473582056,2.070585509144659,2.6429388198722603
2023_Q1,3.618287411238541,1.596803170049185,2.8816048843259194,2.457189927772415,3.6644446583115338,3.6451301943004735,6.472509445671418,3.1320583557727084,1.6050483282637873,1.5186634944249675,3.687860077597567,1.0273545699055362,1.4249433177390247,2.030833657679042,2.8495411327516926
2023_Q2,3.7464197200814806,1.3336705719059503,3.554418421570557,2.108220035036001,4.460826243311054,4.319785549961046,5.986129973430794,3.2487708992471798,1.6676457905127267,1.2056121868344472,3.541119897341037,1.3453480812271796,1.4733542228604541,2.333128377750508,2.545689554591699
2023_Q2,4.054672057856328,1.9238039021143256,3.655916694218924,1.721540788823021,4.893189947960126,4.681918556532353,6.06933223566402,3.107315107373236,2.0719784488412216,1.652445233769725,3.8959782045884563,1.4798126729582062,1.574206871457296,2.6699352466213964,2.990158888077353
